user_id,recommendation
64,"32693, 44560,45584, 25417,26724, 39839,25389, 26158,25865, 26185"
65,"25326, 25333,28183, 31043,25668, 25708,48121, 25692,31137, 38999,25323, 50744"
66,"26143, 27546,41226, 27100,25433, 25635"
67,"25511, 45449,26206, 26871,25849, 27657,27585, 29441,44901, 25752"
68,"28017, 28066,27349, 28874,27697, 28800,26548, 26577"
69,"25497, 25500,27285, 28538,34734, 43358,26611, 30875,38069, 25416,27731, 28742,25397, 26662,28483, 29069"
70,"25633, 26000,30710, 31905,26323, 28605,31679, 48784"
71,"25554, 26042,31927, 26366,26211, 26473,27091, 25604"
72,"26720, 34453,27960, 25809,36287, 28299,27193, 28656,25955, 26811,27166, 31140,25425, 25728"
73,"28727, 31884,44381, 25445,25929, 26420"
74,"32695, 32751,52243, 25944,25411, 25499"
75,"26542, 26970,26103, 26691"
76,"52452, 25580,31015, 38940,27879, 30018,27721, 51747,25351, 25467"
77,"26382, 28962,25940, 26685,25777, 25874,36777, 39171,25323, 25560,26366, 27608"
78,"26369, 27128,25439, 25466,27879, 30018,26245, 38057,25611, 25694,35413, 36895,42504, 43918"
79,"25376, 25463,35413, 36895,39054, 26009,37416, 50566"
80,"49266, 26937,27950, 28407,26231, 27185,25688, 26628"
81,"26739, 26906"
82,"28336, 30399,25453, 25685,42133, 25992"
83,"29009, 31273,51449, 25321,41720, 51645,32279, 32452,28561, 36161,27615, 28785,27585, 29441"
84,"26929, 27462,25817, 30656,25383, 25404"
85,"29727, 25399,25587, 26235,25440, 25667,25944, 26218"
86,"37269, 25498,30681, 32930,26128, 26153,26526, 26794,25367, 27905"
87,"25351, 25467,25445, 25717,25516, 27722,26022, 27542,25411, 25499"
88,"45841, 25732,25920, 27980,26425, 29666,53454, 54425"
89,"26163, 26932,25855, 28401,29325, 34127"
90,"35413, 36895,25404, 25696,26549, 27026,35413, 36895,28905, 25544,25326, 25333,26450, 36209,25617, 26101"
91,"26093, 27264,44684, 44716,37434, 47410,26273, 26933,25430, 25800,26939, 26945"
92,"25764, 27665,27539, 31362,32740, 38990,40391, 43090,25926, 26376"
93,"35413, 36895,40238, 25416,27709, 27237,34450, 25322,25383, 25404,42977, 46872,31443, 33972,29009, 31273,26480, 26680"
94,"26181, 26357,26657, 28531,25389, 26158,26027, 26644,26264, 26769,25389, 26158,26374, 30260,27476, 27624"
95,"53473, 25429,25356, 25424,25413, 25511,30042, 33398,30445, 32504,26479, 27289"
96,"26568, 28726,32530, 37622,37769, 43759,35624, 25905,25625, 26032,25454, 26797"
97,"25554, 26042,25335, 25416,25410, 25449"
98,"28047, 29953"
99,"26346, 28266,32522, 46217,25383, 25404,25445, 25717"
100,"25416, 25446,25383, 25404"
101,"25385, 25474,30236, 36916,31003, 32779,33022, 25473"
103,"25926, 26376,26279, 27251,32173, 26620,51855, 26739"
104,"26739, 26906,40986, 25416,29574, 33190,25929, 26420"
105,"27555, 40869,31069, 25891"
106,"25364, 25849,25442, 26459"
107,"25399, 25447,25607, 25891,37503, 40823"
108,"25765, 25989,25376, 25463,39802, 52781,42977, 46872,37074, 46388"
109,"53506, 26211,26231, 27185,25530, 25572,27262, 40157"
110,"25434, 27481,31103, 32408,43354, 48796,25880, 26551,25608, 26202"
111,"25417, 25556,25536, 25537"
112,"33564, 25905,25430, 25800,27285, 28538,25445, 25717"
113,"26124, 32345,26299, 31296,26020, 26325,25572, 25972,25516, 25591,26060, 29385"
114,"27554, 31788,25383, 25404,27048, 49558,25473, 27872,28550, 29653,25606, 26760,41891, 25633,26386, 32574"
115,"28478, 28581"
116,"25379, 25422,25929, 26420,26206, 26871,25335, 26180,26302, 26814"
117,"26248, 28994,25453, 25685,25383, 25404,25417, 25556,46829, 30511,25644, 27031"
118,"27066, 27271,25435, 25452,25520, 25630"
119,"37215, 25473,28154, 39959,53791, 25391,25728, 27721,25341, 25387,39808, 35238"
120,"27066, 27271,27478, 29887,26748, 28620,35413, 36895"
121,"52173, 52138,26183, 26587,40534, 25347,26039, 27119,26352, 27205"
122,"39073, 46935,26430, 28418"
123,"34109, 51638"
124,"27123, 27311,25738, 29094,25750, 26445,25435, 25452,40248, 25323,27088, 27736"
125,"35413, 36895,37620, 45669"
126,"35182, 36191,28230, 28643"
127,"41165, 25629,25817, 30656,26189, 26330,25880, 38847"
128,"25550, 25999,50216, 25331,26182, 30959,25350, 25661"
129,"34971, 25416,25354, 25899,25700, 25919,26366, 27608,25536, 25537,32810, 33251,35413, 36895,29401, 41570"
130,"25416, 25446,25324, 25534,27242, 28232,25726, 27442"
131,"25652, 26173,31443, 33972,26181, 26357,25701, 28598,25383, 25404,25725, 26981"
132,"26880, 29554,43511, 25364,30100, 37739,36886, 25416"
133,"26526, 26794,25682, 25947,25459, 25494,28604, 30983"
134,"26346, 28266,26755, 29998,33623, 40981,25847, 26498,27451, 31900"
135,"25417, 25556,25773, 28327,26557, 27744,25372, 25410,28003, 35056,25351, 25467,27221, 45603"
136,"39391, 27468,31698, 35081,27307, 27601,38633, 39708,27665, 30110,25719, 36496,26192, 31139"
137,"25590, 26777,25847, 26498,26945, 48918,26641, 26995,39506, 28541,25530, 25572,25621, 26090"
138,"25641, 26338,25546, 26301,31443, 33972,41817, 25359"
139,"44625, 51884"
140,"26382, 28962,25351, 25467,27369, 27413,25433, 25635,45990, 25383,28215, 29400,26042, 27551,37074, 46388,47110, 25383,26248, 28994,25381, 31014"
141,"32007, 42358,25399, 25447,30972, 25549,39069, 41365,25410, 25449,26302, 26814,39983, 25771,35413, 36895"
142,"26484, 26229,28321, 28931,32540, 25604"
143,"25535, 26003,25530, 25572"
144,"28169, 32201"
145,"25354, 25899"
146,"27387, 28383,26214, 27020,25383, 25404"
147,"26937, 27770,25636, 25870,29922, 49917,46764, 25373,25383, 25404,25832, 27998,26016, 26358"
148,"30662, 39197,25783, 27383,26832, 37972,25688, 26628,26366, 27608,25562, 25637"
149,"27126, 28569,30077, 26425,25459, 25494,27221, 45603,27412, 29205,27321, 30913,25873, 29996"
150,"25473, 27872,30084, 25732,25439, 25466,25516, 25591,37164, 40021"
151,"32682, 32125,28572, 29116,32656, 35222"
152,"28852, 32566,39095, 25652,25459, 25494,35413, 36895,27100, 27620"
153,"26093, 26490,25399, 25447,33378, 25326,25751, 27989,27573, 28333"
154,"43627, 25540,25356, 25424,27702, 29848"
155,"28119, 30278,25530, 25572,30439, 33962"
156,"34736, 47815,46805, 26001"
157,"41240, 25483,25706, 25744,35301, 25350,28628, 36536"
158,"27259, 28382,34342, 36272,37168, 42669,26093, 27264,36477, 37804,25404, 25696,31260, 47783"
159,"30878, 37635,25459, 25494,40097, 43987,27456, 29571,26223, 32448"
160,"32810, 33251,25695, 25753,25644, 27031"
161,"28577, 39400,25442, 26459,32817, 37167,25883, 26017,25847, 26498,26103, 26691,41273, 25691"
162,"25396, 25592,25530, 25572,37222, 25658"
163,"25978, 33614,27731, 28742,32167, 45906,25587, 26235"
164,"25544, 26048,26133, 26152,25371, 26110,25522, 25588"
165,"25410, 25449,32397, 47856,25383, 25404"
166,"25687, 25908,27406, 28405,27040, 25399"
167,"30063, 33182,27745, 33375,25453, 25685,29153, 37748"
168,"40653, 25541,27815, 27821,25562, 25637,26977, 28397,42088, 47777"
169,"25483, 25954,26430, 28418,25541, 30165,25604, 25863,28322, 31111"
170,"32630, 45961,25416, 25446,53248, 26548"
171,"27260, 28740,25410, 25449,25359, 25381,26755, 29998,33374, 37008"
172,"26862, 28175,36689, 49379,25516, 27722,29485, 25326"
173,"25516, 25591,38749, 26189,37168, 42669,27791, 42189,25798, 27388,25338, 27512,25341, 25387,32440, 33522"
174,"27622, 30441,25429, 25859,25411, 25499,25396, 25592,41817, 25359"
175,"25359, 25811,25706, 25744,31355, 36375"
176,"25444, 25458,25326, 25333,25572, 25972,40824, 25396,25453, 25685,25435, 25452,26427, 27179"
177,"27498, 26227,53183, 53597,25900, 26044,26181, 26357"
178,"25818, 26213,28154, 39959"
179,"25633, 26000,26206, 26871,38318, 25716,25512, 25531,25598, 42374,25790, 25971,26526, 26794,33238, 46084,25491, 47383,26548, 26577"
180,"27961, 25433,25847, 26498,25433, 25635,25799, 27471,27538, 29041"
181,"50131, 26227,25533, 25678"
182,"25895, 28075,32464, 25480,31679, 48784"
183,"27563, 29122,28881, 33131,36845, 25777,25572, 25972"
184,"25601, 37674,25409, 32940"
185,"27546, 28069,26093, 26655,25840, 35432"
186,"42498, 50854,27448, 29628,25440, 25667"
187,"35117, 26143,25411, 25499,51774, 35853,25633, 26000,40545, 26761"
188,"25651, 26414,29575, 25536,25676, 27892,25886, 27504,29271, 50781,26242, 26921"
189,"25372, 25555,41123, 25520,25779, 31230,44226, 50811,26039, 26832,30409, 31556,26231, 27185,27039, 27984,25633, 26000"
190,"39903, 30507,25459, 25494,27416, 41626"
191,"54318, 25351,26641, 26995,25403, 26168,25459, 25494,30099, 34199,26125, 29840,26991, 33655"
192,"25817, 30656,25675, 26130,35461, 38419,32102, 37330"
193,"25902, 26682,25414, 27130,29247, 32989,26192, 31139,25385, 26208,25439, 25466"
194,"25416, 25446,26033, 31382,26266, 30051"
195,"25893, 26320,42107, 43614,26596, 26663,32510, 43549"
196,"25336, 26489,25849, 26244,28502, 40207,35087, 25873"
197,"25545, 26151,25505, 26738,25410, 25449,25725, 26981,25687, 25908,25561, 30764,34885, 39978,30472, 46785"
198,"25820, 27717,25516, 25591,27616, 28489,35413, 36895"
199,"30486, 44956,26209, 26351,35967, 51634,25940, 26685,25410, 25449,25416, 25446,36993, 27109,30326, 35701,34054, 25400,25399, 25447,34693, 44064"
200,"26475, 27058,25417, 25556"
201,"25433, 25635,25849, 26244,26273, 26933,26632, 26839,25416, 25446"
202,"25883, 26017,42760, 26321"
203,"27386, 27934"
204,"26568, 29312,26352, 36404,26189, 26330,28572, 29116,25341, 25387"
205,"26369, 27128,29036, 25544"
206,"25459, 25494,26905, 28050,25997, 26940,25417, 25556,25516, 27722"
207,"25413, 25885,26103, 26691,26948, 31861"
208,"26319, 29774,26279, 28047,25633, 26000,26526, 26794,25404, 25696"
209,"28160, 28589,26394, 29127,25652, 26173"
210,"29960, 31563"
211,"29960, 31563,25397, 26662,30236, 36916,25433, 25635,25354, 25899"
212,"25817, 30656,25530, 25572,25413, 25511"
213,"25865, 26185,25570, 28138,25682, 25947,25777, 25874,26803, 27102,33960, 25524"
214,"31277, 49959,44762, 44277,44283, 29173,51314, 26980,25461, 27614,46955, 25773,30008, 31028"
215,"25929, 26420,26479, 27289,25633, 26000"
216,"29823, 52009,39023, 25383"
217,"32126, 25399,52795, 25399,25399, 25447,25389, 26158"
218,"25593, 25632,25396, 25592,25405, 28424,25433, 25635"
219,"25429, 25859,25604, 25863,25926, 26376,26593, 30623"
220,"26233, 26332,26293, 26494,34386, 30536,25445, 25717,25497, 25500"
221,"32693, 44560,25891, 26004,35116, 45364,25435, 25452,25522, 25588,27465, 28204,26125, 29840"
222,"25816, 26790,26390, 27384,28586, 30989"
223,"25722, 26508,26764, 28121,26135, 33974,26755, 29998"
224,"25404, 25696,25435, 25452,28515, 31934,25399, 25447,27594, 28353"
225,"25399, 25447,48744, 26242"
226,"25429, 25859,36044, 43222,26898, 28406,25929, 26420,25633, 26000"
227,"28035, 29524,46955, 25773,25668, 25708,43228, 51841,25379, 25422,29955, 40219"
228,"26348, 27864,26366, 27608,25351, 25467,25328, 25456"
229,"25544, 26048"
230,"25886, 27504,26369, 27128,27184, 36321,45098, 25383"
231,"25606, 26760,26299, 31296,25379, 25422,32949, 26209,27692, 28153,25777, 25874"
233,"30656, 31678,26317, 29578,27156, 27671,25435, 32069"
234,"26364, 25440,27259, 28382"
235,"31685, 37956,25633, 26000,26103, 26691,26548, 26577,27903, 28070"
236,"25435, 25452,25771, 25824,27966, 38009,25351, 25467,52955, 33720"
237,"43456, 25323,27458, 27946,29067, 29959,27477, 34212"
238,"26451, 27424,25617, 26101,25962, 32831,40959, 27066,26929, 27462,25416, 25446"
239,"25404, 25696"
240,"25605, 25689,30090, 44066,52154, 53161,27410, 27532"
241,"37620, 45669,26027, 26644,25992, 26591"
242,"26806, 29830,51822, 25520,26346, 28266,26746, 28617,25411, 25499,25814, 25973,25497, 25500,25891, 26004"
243,"25575, 27169,25511, 45449,45990, 25383,25608, 26202"
244,"25641, 26338,25784, 27938,25399, 25447"
245,"26996, 28176,44903, 25731,27004, 27028"
246,"26302, 26814,25546, 26301,25416, 25446,25417, 25556,26611, 38353,25459, 25494"
247,"25817, 30656,26060, 26776,28119, 30278,38547, 25577,40221, 53090,26254, 45347,50481, 35577,35962, 41772"
248,"25413, 25885,33146, 42139"
249,"53168, 25411,31072, 31297,26060, 26776,25417, 25556,26027, 26644"
250,"44166, 25891,25459, 25494,27546, 28069,25832, 26108,26016, 26358,25987, 27873"
251,"30989, 47814,25505, 32247,31990, 25406,25732, 26421,26946, 27493,25555, 47967,25538, 26606"
252,"25389, 26158,25818, 26213,33906, 25611,37215, 25473,25817, 30656,26133, 26152"
253,"25451, 25578,26669, 27926,27719, 28563,31849, 51998,25364, 25849"
254,"26302, 26814"
255,"25433, 25635,27665, 30110,43228, 51841,25351, 25467,37662, 43978,25606, 26760"
256,"26996, 28176,25516, 27722,31180, 40147,29727, 25399,26331, 26952,25572, 25972"
257,"25445, 25717,26038, 36736,28719, 29712"
258,"25543, 25776,32500, 25383,25818, 26213"
259,"29115, 26229,25435, 25452,25636, 25870,25498, 26766,47673, 49752"
260,"25427, 26226,25416, 25446,26181, 26357,27815, 27821,25929, 26420,26962, 34001"
261,"25492, 28166,25524, 27427,27369, 27413"
262,"30845, 31555,28849, 32727,25383, 25404"
263,"25383, 25404"
264,"28391, 28851,45154, 33387,25992, 26591,38259, 46146,25832, 27998,26324, 53983"
265,"25893, 26320,34918, 36563,25497, 25500,34949, 31951"
266,"28727, 31884,25383, 25404,25322, 25930,35413, 36895,25433, 25635,25593, 25596"
267,"32007, 42358,25327, 25432,36785, 37149,36929, 25383,44893, 25865"
268,"25351, 25467,25335, 26180,30051, 53120,25829, 26216,25351, 25467"
269,"32215, 33508"
270,"29255, 25995,25748, 28710,26479, 27289"
271,"31004, 32562,26979, 33125,25825, 33147"
272,"25654, 25664,25379, 25422"
273,"26369, 27128"
274,"25413, 25511,33623, 40981"
275,"44922, 26370,26247, 26589,25688, 26628"
276,"27680, 34363,25606, 26760,28321, 28931"
277,"30161, 31235,26617, 28187,26001, 28197,26027, 26644"
278,"29779, 37886,35413, 36895,26013, 29805,25810, 31686,39884, 42351"
279,"25383, 25991,42525, 29025,26105, 26640,25433, 25635,25439, 25466"
280,"32115, 25439,26270, 28817,25522, 25588,36811, 37179,26949, 26955,25865, 26185,25470, 26051,26263, 26465"
281,"33780, 25399,25641, 26338,44394, 27097,46829, 30511,53816, 25423,25329, 26118,25383, 25404,45252, 51526"
282,"25987, 27873,25322, 25930,26929, 27462,25379, 25422"
283,"34153, 38130,29863, 30298,29392, 30214,26095, 33060,36401, 27665,32000, 25372"
284,"25756, 26196,27400, 33863,25335, 26180,35413, 36895,25883, 26017,25729, 26156,25416, 25446"
285,"27052, 28825,25675, 26130,25355, 25529,26261, 45437,29648, 29688,26786, 27055"
286,"25342, 25361,25434, 27481,25322, 25930,25667, 26070,25391, 25610"
287,"28727, 31884,40712, 51449,25321, 25334,47404, 52320,25896, 27036,25411, 25499"
288,"25732, 26421,25505, 26738"
289,"45051, 46752,25540, 32998,25341, 25387"
290,"33054, 28476,26522, 27207,34058, 40425,52271, 25351,31245, 25815,27307, 27601"
291,"43151, 54324,25409, 25684,25522, 25588"
292,"26102, 27216,33606, 37812,33470, 25425,26073, 26721,26352, 27205,31443, 33972,35413, 36895"
293,"25633, 26000,54623, 25341,26102, 27216,25817, 30656,27153, 30440,25411, 25499,35645, 41925,25633, 26000,35413, 36895"
294,"27950, 28407,27713, 48551,47831, 25516,25469, 25830,25514, 25727"
295,"28579, 31886,40361, 25762,29247, 33320"
296,"25606, 26760"
297,"26425, 29666,29559, 35327,45224, 25891,25985, 26255,32086, 25439,25445, 25717"
298,"28728, 54163,37760, 28465"
299,"25926, 26376,25530, 25572,37620, 45669,25530, 25572,44542, 46578,25809, 25988"
300,"25356, 25934,,25331, 25813,29307, 29859,25542, 30525"
301,"26397, 26616,28501, 35390,26209, 26351"
302,"25513, 26165,25516, 25591,28230, 30695"
303,"25439, 25466,28062, 35343,30143, 31088"
304,"25579, 31094,26428, 26514,25732, 26421,28131, 30997,26105, 26640,43010, 36480,25608, 26202,44652, 53177"
305,"27066, 27271,25472, 25565,33723, 39880,25433, 25635"
306,"25459, 25494,36927, 25510,30934, 39886,27307, 27601"
307,"40403, 51415,25654, 25664,25376, 25463,38876, 45912,26397, 26616"
308,"54355, 25416,35413, 36895,25935, 28997,34551, 53482"
309,"25410, 25449"
310,"25374, 27232,27903, 28070,25453, 25685,29363, 25359"
311,"43486, 25466,25389, 26158,25459, 25494,27010, 27834,25326, 25333,25707, 26986"
312,"35413, 36895,29264, 44674,38500, 26030"
313,"54025, 25503,25410, 25449"
314,"26789, 28950,40782, 39263,53105, 25413,28710, 25748,25331, 25813"
315,"35154, 41125"
316,"45243, 25725,26395, 32370,25605, 25689,25382, 25612"
317,"25748, 28710,25902, 26682,40941, 25326,27869, 30341,25503, 31601,38792, 43227,25498, 26766,28632, 31430"
318,"25809, 25988,26312, 35245,47659, 25687,25955, 26811,26937, 27770"
319,"42113, 26335,26119, 26243,25379, 25422,25530, 25572,33200, 37814,25433, 25635"
320,"25631, 32620,26010, 27403"
321,"30844, 31286,31376, 28134,25606, 26760,25351, 25467,42263, 26247"
322,"25454, 42807,25973, 30105"
323,"41545, 25383,25338, 25652,25351, 25467,25809, 25988,25360, 25936"
324,"25433, 25635,26641, 26995,25341, 25387,25331, 25813"
325,"26119, 26243,26229, 26992,28258, 49623,54355, 25416,25766, 52160"
326,"25430, 25800,26500, 30815,25538, 26606,25352, 29629,37772, 25522,25323, 25560"
327,"25955, 26811,44473, 25554,35272, 35728,33140, 26867,25416, 25446"
328,"25512, 25531,26803, 27102,25341, 25387,41273, 42226,45034, 52752,25929, 26420"
329,"35406, 25606,26669, 27318,26641, 26995,26761, 28164,25711, 26272,25505, 26738"
330,"30344, 33304,25435, 25452,31152, 32837,34397, 25416"
331,"32492, 26606,26060, 26776"
332,"29165, 38275,31051, 36055,33313, 43825,41990, 25569,27507, 25433,26786, 27055,40941, 25326,26803, 27102"
333,"28628, 36536,25604, 25863,28916, 25593,51774, 33518,25658, 26200,27023, 27519,25351, 25467"
334,"29042, 25483,25865, 26185,29962, 32476,25516, 25591,26231, 27185"
335,"33884, 25604,25435, 25452,26189, 26330,26020, 26325,34512, 25435,27226, 54038,54438, 25341,28912, 25985,25433, 25635"
336,"25421, 25574,25433, 25635,25505, 26738"
337,"29107, 32439,25829, 26216,26617, 28187,28939, 43684"
338,"41854, 25396,26641, 26995"
339,"25604, 25863,25453, 25685,28606, 32061,25376, 25463,25472, 25565,25321, 25334,25975, 29906,25404, 25696"
340,"26593, 28673,26992, 29940"
341,"25399, 25447,25595, 27452,26229, 33009,29991, 30140,27879, 30018"
342,"31216, 31761,25644, 27031,25868, 26903,26020, 26325"
343,"25711, 26272,26181, 26357"
344,"54161, 25453,29968, 25948,26720, 34453"
345,"44625, 51884,45774, 25383,25417, 25556,25512, 25531,29658, 30417"
346,"44619, 25450,36860, 28131,47907, 25353,25567, 25337"
347,"26348, 27864,34373, 25350,25561, 25605,28026, 28668"
348,"38229, 26996"
349,"26369, 27128,26317, 29578,39393, 25371,25359, 25616,25943, 32595"
350,"25324, 25534,25416, 25446,25330, 29481,25439, 25466,25738, 29094,25413, 25511"
351,"25883, 26017,25561, 30764,30421, 39703,26119, 26243,26632, 26839,25641, 26317"
352,"28561, 36161,31869, 30067,35555, 41456,25522, 25588"
353,"26305, 50445,25516, 27722,27971, 30180,25399, 25447,25672, 34145"
354,"26739, 26906,28731, 29636"
355,"29050, 31165,26495, 26187,26091, 25605,44972, 25351,30008, 31028,28550, 29653,26253, 37444"
356,"27285, 28538,27748, 41161,26189, 26330,36671, 41037,28151, 28394"
357,"25364, 25849,25847, 26498"
358,"30542, 33216,25703, 25882,25726, 28565"
359,"25544, 26048,26363, 31477,50407, 25403"
360,"25687, 25908,25416, 25446,26183, 26587,25520, 25630,25604, 25863,25522, 25588,26270, 28817,25554, 26042,28190, 42847"
361,"26425, 29666,47614, 25929,25379, 25422,26701, 27528,27713, 48551"
362,"31322, 41142,25433, 25635,25606, 25826,25550, 25999"
363,"48875, 40143,30052, 37273,26397, 26616,43425, 47338"
364,"43967, 45919,26346, 28266,33774, 34130,25554, 26042"
365,"30362, 25472,25842, 26384,25416, 25446,31643, 45597,25756, 26196,31962, 37176,25682, 25947,49081, 25522"
366,"35789, 37481,25570, 28138,27382, 25343,30029, 30065,25414, 27130"
367,"28465, 28681,28839, 39198,25459, 25494"
368,"25865, 26185,38093, 44803,31328, 32881"
369,"28399, 25809,26411, 27268,28084, 35794"
370,"27338, 28631,33407, 52679,44375, 25322,44692, 25538"
371,"30008, 31028,26302, 26814,25569, 26954,25399, 25447,26112, 26126,25579, 31094,25771, 25824"
372,"49476, 25383,25385, 26208,31754, 54793,27044, 27247,29937, 48630,40246, 45281"
373,"36840, 40720,41480, 25516,25459, 25494,35413, 36895,26632, 26839,30656, 31678"
374,"28586, 32248,26867, 35284"
375,"25404, 25696,25430, 25800,25433, 25635,25342, 25361"
376,"26397, 26616,25386, 25822"
377,"36540, 36561,25809, 25988,26542, 26970,28391, 28851"
378,"26323, 28605,25387, 25462,28892, 32239,30859, 34847,27689, 38535"
379,"25376, 25463,25539, 25567,25383, 25404,26369, 27128"
380,"26179, 26770,25780, 26295,38915, 27802,25741, 28746,34960, 25995,30784, 25453,25512, 25531"
381,"32477, 52028,33289, 25540,25372, 25555,25658, 26200"
382,"33500, 52573,42485, 28119"
383,"25417, 25556,25561, 25605,31941, 25809,26093, 26655,25771, 25824,25742, 25770,27416, 31198"
384,"25765, 25989,32308, 34850,25396, 25592"
385,"26105, 26640,26348, 27864"
386,"44058, 52079,25383, 25404,27369, 27413"
387,"33765, 25475,25875, 30159,29295, 29777,27852, 38982,31864, 25403"
388,"25938, 28629,27710, 36139"
389,"25784, 27938,25809, 25988,26247, 26589"
390,"27950, 28407,35066, 44142,35413, 36895,28561, 36161,36401, 27665,25633, 26000,25335, 26180"
391,"34465, 51194"
392,"38318, 25716,25433, 25635,25516, 27722"
393,"26652, 26915,25572, 25972,28312, 28750,26233, 26332,26163, 26932"
394,"25626, 26851,25386, 25822,28647, 31634,35412, 39073,25372, 25410,25375, 29465,27916, 27929,31179, 31421,35131, 27524"
395,"26167, 27687,35413, 36895,37842, 41202,26428, 26514"
396,"46434, 25955,26052, 26438,25505, 26738"
397,"30051, 53457,29290, 36004,39439, 25383"
398,"25326, 25333,26331, 26952,25821, 28757,25617, 26101"
399,"25328, 25456,45086, 25902,25368, 27051,25383, 25404,25644, 27031"
400,"25780, 26295,25900, 26044,28218, 30481,28445, 37255,25327, 25432,31072, 31297,31296, 35702"
401,"25459, 25494,27156, 27671,35117, 26143,25445, 25717"
402,"30100, 37739,35413, 36895"
403,"26022, 27542,36588, 26382,26191, 27092,27908, 27922"
404,"25652, 26173,46366, 27088"
405,"26946, 27493,27323, 34219,25331, 25813"
406,"25601, 37674,26669, 27926,30656, 31678,26044, 30406,28036, 31162"
