user_id,recommendation
197,"[25505, 26738]"
4537,"[52755, 27731]"
1350,"[26027, 26644]"
1551,"[33349, 48186]"
3990,"[25980, 28969]"
890,"[26641, 26995]"
4951,"[25728, 29103]"
502,"[39994, 25809]"
2309,"[25777, 25874]"
5345,"[28654, 28790]"
690,"[27033, 27141]"
2185,"[27955, 28063]"
4342,"[25817, 30656]"
2577,"[25593, 25596]"
2910,"[26209, 26351]"
666,"[26632, 26839]"
2936,"[30739, 32473]"
4023,"[27966, 38009]"
4602,"[39061, 41909]"
3837,"[47404, 52320]"
1512,"[30578, 40504]"
2076,"[31335, 42040]"
3493,"[25701, 28598]"
2280,"[25323, 25560]"
2436,"[26348, 27864]"
189,"[25372, 25555]"
4765,"[25816, 26790]"
3641,"[26458, 28693]"
4179,"[25366, 26084]"
4873,"[35513, 28964]"
3267,"[29423, 29934]"
1970,"[25410, 25449]"
2546,"[26411, 27268]"
1611,"[53095, 25326]"
4732,"[25433, 25635]"
304,"[26428, 26514]"
1740,"[31613, 44184]"
2980,"[27725, 32717]"
3059,"[26346, 28266]"
3123,"[25435, 25452]"
3125,"[31962, 37176]"
2160,"[28167, 54932]"
1950,"[25539, 29736]"
2347,"[25633, 26000]"
5104,"[25926, 26376]"
560,"[25364, 25849]"
4854,"[31055, 26026]"
752,"[42751, 25416]"
3532,"[25720, 26170]"
350,"[25324, 25534]"
2129,"[30473, 42490]"
5127,"[26248, 28994]"
3216,"[25992, 26591]"
3389,"[28267, 28571]"
1158,"[28316, 42542]"
1220,"[26475, 27058]"
4856,"[49896, 26898]"
5255,"[27615, 28785]"
2416,"[26750, 46033]"
3758,"[26349, 27700]"
5151,"[25410, 25449]"
4171,"[26231, 27185]"
1048,"[25771, 25824]"
2420,"[25790, 25971]"
4750,"[26596, 26663]"
2546,"[26183, 26587]"
2690,"[25417, 25556]"
919,"[33785, 46665]"
4156,"[28595, 29394]"
414,"[29047, 29835]"
686,"[28190, 42847]"
2436,"[26349, 27251]"
2220,"[26263, 31824]"
4373,"[26209, 26351]"
2132,"[35413, 36895]"
2988,"[28218, 30481]"
2159,"[33810, 33288]"
513,"[26366, 27608]"
3038,"[26441, 29286]"
3872,"[36501, 44520]"
4292,"[40898, 44341]"
685,"[27404, 25606]"
1948,"[26652, 26915]"
3888,"[25756, 25956]"
3845,"[34778, 38095]"
5325,"[26352, 27205]"
5124,"[25461, 27614]"
1216,"[25424, 28545]"
1881,"[25379, 25422]"
3952,"[25533, 25678]"
3754,"[25617, 26101]"
1869,"[26880, 29554]"
2632,"[25987, 27873]"
4024,"[32273, 32353]"
335,"[33884, 25604]"
4427,"[25492, 28166]"
328,"[25512, 25531]"
165,"[25410, 25449]"
4997,"[25561, 30764]"
1798,"[25726, 27442]"
3790,"[41273, 42226]"
3569,"[25659, 25827]"
5258,"[26255, 26412]"
767,"[50133, 25681]"
3725,"[25439, 25466]"
3703,"[42977, 46872]"
2032,"[25389, 26158]"
243,"[25575, 27169]"
4749,"[25442, 26459]"
5128,"[25660, 28769]"
2179,"[27044, 27247]"
4968,"[25583, 25904]"
809,"[26786, 27055]"
3199,"[26349, 27700]"
4327,"[25461, 27614]"
5029,"[33094, 33991]"
4118,"[27554, 29936]"
1939,"[27369, 27413]"
589,"[51575, 27013]"
523,"[34764, 41078]"
4491,"[26120, 26121]"
2534,"[26866, 27879]"
4969,"[29727, 25399]"
4948,"[25682, 25947]"
3674,"[25410, 25449]"
4907,"[53868, 26009]"
5196,"[38144, 38411]"
5053,"[25471, 25659]"
2481,"[25604, 25863]"
2777,"[25497, 25500]"
4923,"[25445, 25717]"
4861,"[28378, 31703]"
1621,"[32387, 32840]"
3173,"[39035, 27802]"
177,"[27498, 26227]"
5059,"[27869, 30341]"
1259,"[27394, 51814]"
3645,"[25522, 25588]"
335,"[25435, 25452]"
5195,"[26209, 26351]"
5096,"[25706, 25744]"
2055,"[44381, 25445]"
1890,"[45567, 25628]"
153,"[26093, 26490]"
3052,"[25429, 25859]"
714,"[25779, 31230]"
2705,"[32743, 48066]"
4949,"[25489, 27564]"
3705,"[53361, 27193]"
554,"[35465, 41020]"
503,"[27044, 27247]"
4233,"[25548, 31840]"
91,"[26093, 27264]"
2361,"[25548, 31840]"
4151,"[25576, 29717]"
4262,"[43354, 48796]"
984,"[25777, 25874]"
4037,"[25641, 25956]"
783,"[25359, 25811]"
332,"[29165, 38275]"
1089,"[26472, 34852]"
2735,"[40499, 28015]"
674,"[25350, 25661]"
5000,"[51525, 25444]"
244,"[25641, 26338]"
3811,"[54369, 25809]"
4032,"[25434, 27481]"
4339,"[25973, 28092]"
505,"[25372, 25555]"
2595,"[27279, 28357]"
1577,"[31685, 37956]"
2466,"[44990, 25608]"
3236,"[25383, 25404]"
478,"[27988, 28245]"
4022,"[35422, 35684]"
4834,"[25326, 25333]"
224,"[25404, 25696]"
2853,"[31788, 35281]"
2772,"[28499, 29074]"
2148,"[25433, 25635]"
2100,"[27034, 36044]"
4416,"[25756, 26196]"
236,"[25435, 25452]"
3618,"[35413, 36895]"
1421,"[36999, 48047]"
4758,"[31179, 31421]"
5260,"[25532, 25894]"
111,"[25417, 25556]"
3883,"[25505, 26738]"
2567,"[25356, 25934]"
5179,"[29944, 32104]"
3435,"[31004, 32562]"
2004,"[25350, 25661]"
1767,"[25554, 26042]"
3998,"[28797, 29178]"
4446,"[25705, 28168]"
3925,"[26189, 26207]"
3095,"[25681, 25690]"
4274,"[25383, 25404]"
4086,"[35740, 26016]"
4443,"[29962, 32476]"
2595,"[26615, 25445]"
2431,"[26103, 26691]"
95,"[53473, 25429]"
1302,"[31443, 33972]"
2327,"[25732, 26421]"
2478,"[25790, 25971]"
2923,"[25626, 26851]"
4607,"[25617, 26101]"
3942,"[25798, 27388]"
547,"[29648, 29688]"
3282,"[25505, 26738]"
4753,"[29942, 47034]"
4171,"[26946, 27493]"
5258,"[25926, 26376]"
3451,"[25383, 25404]"
3979,"[32477, 52028]"
3064,"[46775, 49768]"
2030,"[28654, 28790]"
221,"[32693, 44560]"
766,"[25354, 25899]"
5220,"[41491, 25633]"
1251,"[25510, 26015]"
175,"[25359, 25811]"
4241,"[30944, 32152]"
4176,"[26209, 26351]"
3525,"[32387, 32840]"
5241,"[25615, 26256]"
2916,"[32393, 39182]"
4350,"[38511, 45947]"
4606,"[26782, 34420]"
2135,"[26209, 26351]"
4362,"[25633, 26000]"
4789,"[31361, 31753]"
1942,"[26020, 26325]"
4854,"[38096, 27476]"
2451,"[27052, 28825]"
4542,"[26806, 29616]"
2520,"[26613, 27561]"
1064,"[25433, 25635]"
3007,"[27132, 39779]"
4459,"[31443, 33972]"
3840,"[27410, 27532]"
2862,"[26366, 27608]"
3403,"[26331, 26952]"
2187,"[25438, 26335]"
3013,"[35604, 52594]"
4807,"[25346, 32082]"
2630,"[25771, 25824]"
2004,"[25453, 25685]"
2034,"[36193, 49743]"
5109,"[25605, 25689]"
3708,"[25546, 26301]"
2308,"[40758, 47766]"
1930,"[39964, 25725]"
3703,"[26996, 28176]"
4743,"[27692, 28153]"
220,"[26233, 26332]"
865,"[35308, 25522]"
4731,"[37250, 25419]"
1890,"[31443, 33972]"
1582,"[26739, 26906]"
717,"[29189, 31758]"
4389,"[26377, 29918]"
1026,"[33086, 25320]"
476,"[26273, 26933]"
1083,"[25672, 34145]"
3892,"[50207, 54841]"
4763,"[25706, 25744]"
1588,"[26346, 28266]"
1782,"[28372, 25497]"
3686,"[25821, 28757]"
4292,"[45726, 25383]"
2920,"[30972, 50433]"
2741,"[25498, 26766]"
4225,"[25865, 26185]"
3006,"[30252, 34700]"
3677,"[29101, 44420]"
757,"[25742, 25770]"
3171,"[25710, 26816]"
3001,"[27282, 29098]"
3295,"[25374, 27232]"
5306,"[25505, 26738]"
1050,"[25803, 25928]"
3035,"[26737, 26878]"
3268,"[25926, 26376]"
1108,"[26105, 26640]"
5030,"[25602, 28917]"
1835,"[54493, 25439]"
431,"[26924, 27283]"
2224,"[25337, 25398]"
1837,"[27563, 28885]"
4542,"[25355, 25529]"
3609,"[44970, 25573]"
1854,"[25724, 28058]"
4022,"[26105, 26640]"
2788,"[25416, 25446]"
2817,"[27468, 29302]"
682,"[49017, 54167]"
2782,"[26809, 27788]"
1109,"[25780, 26295]"
161,"[28577, 39400]"
1902,"[25341, 25387]"
4999,"[25688, 26628]"
4640,"[26016, 26358]"
4151,"[31443, 33972]"
317,"[25748, 28710]"
987,"[25416, 25446]"
1430,"[25814, 26543]"
2828,"[25351, 25467]"
3032,"[44424, 49594]"
508,"[25385, 25474]"
2491,"[28606, 32061]"
3533,"[26737, 26878]"
3289,"[26909, 27196]"
2193,"[30234, 50092]"
3569,"[26480, 26680]"
683,"[49913, 51217]"
1111,"[25403, 26168]"
1466,"[25366, 26084]"
3760,"[25374, 27232]"
5349,"[35110, 27451]"
2710,"[25383, 25404]"
1463,"[46474, 25490]"
1580,"[27916, 27929]"
79,"[25376, 25463]"
5236,"[47058, 27425]"
3033,"[53794, 26867]"
2020,"[26781, 36416]"
3715,"[37395, 25383]"
5179,"[28009, 50891]"
4945,"[27307, 27601]"
255,"[25433, 25635]"
2965,"[31531, 38304]"
4197,"[25328, 25456]"
1940,"[30324, 32251]"
1311,"[26327, 26407]"
3715,"[53193, 25572]"
3608,"[26479, 27289]"
2621,"[31771, 33079]"
4493,"[26502, 28456]"
113,"[26124, 32345]"
1582,"[34703, 37522]"
3294,"[25461, 27614]"
2302,"[46078, 25605]"
4052,"[38749, 26189]"
2942,"[25359, 25616]"
3398,"[26027, 26644]"
2535,"[25618, 26500]"
1606,"[25433, 25635]"
4630,"[54531, 25453]"
2218,"[25605, 25689]"
4641,"[25505, 26738]"
940,"[25433, 25635]"
1842,"[53503, 25423]"
1191,"[42430, 42672]"
2484,"[46635, 47752]"
4205,"[27436, 32467]"
147,"[26937, 27770]"
1989,"[25417, 25556]"
4976,"[25873, 29996]"
5069,"[25607, 25845]"
5317,"[27113, 27391]"
3762,"[29254, 30978]"
2363,"[25817, 30656]"
1200,"[39903, 40781]"
665,"[30710, 31905]"
3469,"[54306, 25739]"
911,"[41944, 26475]"
2190,"[25436, 32517]"
3353,"[28892, 32239]"
3640,"[32730, 34324]"
1430,"[25997, 26940]"
4134,"[27802, 31044]"
4779,"[51647, 25953]"
4747,"[25732, 26421]"
5190,"[36811, 37179]"
855,"[26816, 27024]"
2770,"[35375, 35959]"
432,"[25364, 25849]"
742,"[52154, 53161]"
3571,"[25682, 25947]"
2736,"[47087, 25617]"
4672,"[31324, 32050]"
3388,"[26397, 26616]"
1157,"[25416, 25446]"
2196,"[26189, 26330]"
669,"[26365, 26833]"
283,"[34153, 38130]"
5265,"[25756, 26196]"
4324,"[25568, 29684]"
3849,"[27709, 27237]"
4839,"[27745, 33375]"
892,"[26060, 26776]"
3820,"[26839, 50090]"
4668,"[25368, 25706]"
3741,"[27618, 30125]"
824,"[35413, 36895]"
3348,"[26963, 49739]"
4384,"[26138, 26267]"
4703,"[25840, 35432]"
3742,"[25732, 26421]"
4840,"[26996, 28176]"
4075,"[30511, 46829]"
1817,"[28218, 30481]"
4749,"[30346, 32633]"
76,"[52452, 25580]"
1406,"[25416, 25446]"
2247,"[25417, 25556]"
2003,"[28641, 25636]"
2578,"[25433, 25635]"
1531,"[25435, 32069]"
977,"[29106, 31600]"
3234,"[25368, 27051]"
4045,"[25354, 25899]"
1520,"[34090, 36740]"
4671,"[27908, 27922]"
3836,"[25328, 25456]"
2085,"[32136, 34456]"
1424,"[38029, 40142]"
1930,"[51340, 25611]"
2176,"[25379, 25422]"
5006,"[25341, 25387]"
4169,"[26867, 35284]"
1338,"[50529, 54467]"
2544,"[26946, 27493]"
17,"[41858, 47362]"
4297,"[27044, 27247]"
2480,"[25607, 25845]"
4201,"[25993, 37181]"
4658,"[28409, 29081]"
5274,"[32301, 25360]"
4096,"[25530, 25572]"
1624,"[26181, 26357]"
4848,"[25433, 25635]"
2578,"[25550, 25999]"
3338,"[25350, 25661]"
3577,"[30402, 25891]"
4810,"[25326, 25333]"
3012,"[25435, 25452]"
3423,"[25440, 25667]"
4484,"[35413, 36895]"
4961,"[40900, 50910]"
3800,"[28198, 52408]"
1657,"[34054, 25400]"
3444,"[27719, 28563]"
1949,"[29172, 29201]"
1812,"[26657, 28531]"
3482,"[25399, 25447]"
778,"[34057, 27650]"
907,"[26898, 28406]"
4814,"[27731, 28742]"
2641,"[27578, 32782]"
1657,"[41618, 49226]"
3384,"[28438, 33085]"
3494,"[25439, 25466]"
3260,"[30862, 45532]"
3084,"[26013, 28513]"
815,"[43919, 26231]"
1652,"[25520, 25630]"
2557,"[28074, 30160]"
3914,"[25599, 26467]"
4928,"[25505, 26738]"
110,"[25434, 27481]"
4744,"[39251, 43448]"
1916,"[26309, 26336]"
2285,"[47945, 48705]"
3030,"[47058, 27425]"
1190,"[29658, 30417]"
2141,"[25459, 25494]"
1213,"[32332, 35632]"
257,"[25445, 25717]"
2619,"[38459, 47400]"
249,"[31072, 31297]"
871,"[25383, 25404]"
1176,"[50293, 53337]"
3656,"[26326, 26785]"
14,"[25687, 25908]"
1974,"[25814, 26543]"
1034,"[45101, 29973]"
233,"[30656, 31678]"
1529,"[33153, 38760]"
434,"[42294, 43247]"
682,"[35413, 36895]"
3956,"[25536, 25537]"
4707,"[25354, 25899]"
3158,"[25682, 25947]"
4899,"[25351, 25467]"
4392,"[25390, 28026]"
4764,"[34348, 37417]"
3785,"[43437, 26937]"
470,"[25359, 25381]"
5006,"[25456, 25704]"
5340,"[53032, 28391]"
5233,"[35898, 26324]"
4126,"[25410, 25449]"
3987,"[26873, 28580]"
2284,"[25880, 26551]"
5021,"[25383, 25404]"
2055,"[30212, 37623]"
1769,"[25374, 27232]"
1658,"[25545, 26151]"
2354,"[25417, 25556]"
260,"[25427, 26226]"
3723,"[33594, 34350]"
3675,"[50478, 54144]"
3631,"[25817, 30656]"
1811,"[31034, 25451]"
3567,"[25817, 30656]"
3976,"[27217, 33580]"
2963,"[26293, 26494]"
3115,"[45220, 49337]"
4745,"[30324, 32251]"
3920,"[25756, 26196]"
684,"[28299, 32165]"
2994,"[26189, 26330]"
3780,"[29434, 29556]"
2935,"[25350, 25661]"
4214,"[26346, 28266]"
1827,"[34672, 25383]"
3726,"[25604, 25863]"
3898,"[37400, 38963]"
3684,"[26937, 27770]"
241,"[37620, 45669]"
2666,"[25893, 26320]"
671,"[25396, 25592]"
4110,"[45160, 52296]"
173,"[38749, 26189]"
3832,"[51017, 52407]"
3322,"[25382, 25413]"
2153,"[25488, 25787]"
2622,"[33352, 26299]"
3871,"[30262, 30522]"
4544,"[25370, 35663]"
3273,"[51636, 25593]"
797,"[33200, 37814]"
1874,"[25703, 25882]"
975,"[26191, 27092]"
1642,"[26641, 26995]"
930,"[30662, 39197]"
537,"[28267, 28571]"
5326,"[26242, 26921]"
641,"[48121, 25692]"
952,"[26302, 26814]"
1198,"[28119, 30278]"
4342,"[29960, 31563]"
943,"[25385, 26208]"
2635,"[26293, 26494]"
691,"[25395, 26762]"
1473,"[28553, 36085]"
4414,"[27882, 28477]"
192,"[25817, 30656]"
821,"[26242, 26921]"
4957,"[25351, 25467]"
2371,"[44313, 27237]"
4845,"[36543, 37311]"
2430,"[25728, 37887]"
4178,"[46331, 47426]"
2386,"[25453, 25685]"
1771,"[31885, 52858]"
2227,"[31103, 32408]"
137,"[25590, 26777]"
3471,"[25535, 26003]"
3914,"[26866, 27182]"
5174,"[50995, 25732]"
4020,"[27659, 29943]"
160,"[32810, 33251]"
1353,"[25383, 25404]"
1272,"[25604, 25863]"
3756,"[26714, 30328]"
