user_id,recommendation
2615,"[25658, 26200, 26691, 27850, 52492, 50768, 33847]"
3897,"[25636, 25870, 45762, 53548, 44659, 31549, 26910]"
620,"[25750, 26445, 28736, 45667, 46184, 34871, 28255]"
3390,"[25382, 28478, 42538, 29742, 52880, 27890, 41374]"
96,"[26568, 28726, 46720, 46434, 46916, 35341, 30224]"
1989,"[40898, 44341, 31206, 52270, 48047, 43447, 53087]"
1595,"[25335, 25355, 44198, 54573, 48942, 53614, 32253]"
1588,"[35413, 36895, 44488, 43435, 34127]"
1883,"[40741, 28409, 51462, 40712, 28334, 42166, 30424]"
3738,"[26427, 27179, 27361, 32039, 32872, 29008, 38097]"
4437,"[25383, 25404, 48418, 40931, 30568, 44593, 47635]"
1070,"[25350, 25661, 43489, 33541, 29805, 42995, 51581]"
268,"[25351, 25467, 27904, 40709, 54857, 30476, 41949]"
3857,"[25652, 26173, 27810, 53923, 26762, 49004, 33497]"
4401,"[25962, 32831, 44198, 54573, 48942, 53614, 32253]"
1259,"[25633, 26000, 40491, 30318, 41712, 27698, 50938]"
4213,"[43374, 47857, 31462, 42633, 44555, 28399, 46068]"
2595,"[26052, 26438, 40966, 30375, 27819, 44894, 43231]"
676,"[27255, 46242, 43141, 41771, 29580, 27477, 51867]"
1461,"[26348, 27864, 45762, 53548, 44659, 31549, 26910]"
173,"[25516, 25591, 43141, 41771, 29580, 27477, 51867]"
975,"[25373, 25992, 45762, 53548, 44659, 31549, 26910]"
4274,"[26397, 26443, 27873, 43242, 31470, 45718, 47677]"
9,"[25473, 27872, 44198, 54573, 48942, 53614, 32253]"
3267,"[44916, 25668, 26691, 27850, 52492, 50768, 33847]"
996,"[26737, 26878, 30917, 34759, 27883, 35245, 33560]"
5122,"[25572, 25972, 31206, 52270, 48047, 43447, 53087]"
1881,"[25326, 25333, 44800, 32715, 46903, 48343, 28861]"
2960,"[48692, 26103, 26691, 27850, 52492, 50768, 33847]"
1982,"[25530, 25572, 31206, 52270, 48047, 43447, 53087]"
3936,"[45981, 26786, 27947, 40779, 45230, 30159, 43579]"
2989,"[28336, 30399, 43141, 41771, 29580, 27477, 51867]"
2189,"[25440, 25667, 50498, 51471, 38419, 29077, 27771]"
1423,"[26288, 34745, 27288, 29295, 37176, 32349, 31646]"
2612,"[34711, 40128, 52558, 31216, 54034, 43477, 29756]"
5048,"[25384, 28974, 45762, 53548, 44659, 31549, 26910]"
2488,"[28350, 34300, 28354, 35689, 31346, 26973, 53213]"
1164,"[25469, 25830, 45762, 53548, 44659, 31549, 26910]"
5000,"[27299, 31081, 27426, 28345, 43385, 33114, 53823]"
812,"[31443, 33972, 48730]"
3821,"[25399, 25447, 26411, 49804, 27730, 33689, 51610]"
3044,"[25342, 25361, 47109, 28358, 37451, 48079, 27509]"
2918,"[26176, 30313, 31841, 36516, 32238, 26863, 28686]"
4488,"[26584, 37142, 30382, 47600, 47027, 36957, 46813]"
2677,"[30943, 37640, 31206, 52270, 48047, 43447, 53087]"
3003,"[25777, 25874, 43489, 33541, 29805, 42995, 51581]"
362,"[31322, 41142, 31206, 52270, 48047, 43447, 53087]"
3658,"[28015, 29243, 36227, 32016, 28754, 31350, 27068]"
2782,"[25350, 25661, 43489, 33541, 29805, 42995, 51581]"
499,"[26617, 28187, 42552, 28769, 53747, 33893]"
4378,"[25413, 25511, 42538, 29742, 52880, 27890, 41374]"
4659,"[28381, 54142, 32673, 54370, 43368, 40811, 53721]"
784,"[26411, 27268, 33689, 27730, 49804, 51610]"
1284,"[25416, 25446, 44198, 54573, 48942, 53614, 32253]"
4323,"[34482, 38967, 28736, 45667, 46184, 34871, 28255]"
1243,"[38759, 52331, 53249, 52648, 33486, 51286, 39770]"
4788,"[25457, 27082, 45762, 53548, 44659, 31549, 26910]"
667,"[40042, 26493, 53249, 52648, 33486, 51286, 39770]"
2016,"[26369, 27128, 27873, 43242, 31470, 45718, 47677]"
979,"[25621, 26090, 45762, 53548, 44659, 31549, 26910]"
304,"[25579, 31094, 26411, 49804, 27730, 33689, 51610]"
1507,"[25433, 25635, 40576, 29573, 32884, 27866, 34396]"
2831,"[29009, 31273, 26691, 27850, 52492, 50768, 33847]"
4327,"[30256, 25818, 53506, 29073, 53111, 28314, 38239]"
1861,"[32071, 32087, 45762, 53548, 44659, 31549, 26910]"
1352,"[27214, 40196, 44198, 54573, 48942, 53614, 32253]"
4648,"[25533, 25678, 26411, 49804, 27730, 33689, 51610]"
4413,"[25450, 26552, 27288, 29295, 37176, 32349, 31646]"
2364,"[30990, 26701, 53764, 34023, 26542, 27766, 51006]"
2779,"[25411, 25499, 29926, 49147, 39817, 27672, 41339]"
5148,"[29025, 38631, 27810, 53923, 26762, 49004, 33497]"
2462,"[32477, 52028, 40647, 27689, 38940, 49980, 29981]"
2488,"[48801, 26229, 44449, 41330, 31124, 46422, 28699]"
3976,"[25625, 26032, 31462, 42633, 44555, 28399, 46068]"
3071,"[25341, 25387, 27873, 43242, 31470, 45718, 47677]"
830,"[38839, 25399, 26411, 49804, 27730, 33689, 51610]"
1390,"[54355, 25416, 44198, 54573, 48942, 53614, 32253]"
4522,"[27455, 28014, 27288, 29295, 37176, 32349, 31646]"
144,"[28169, 32201, 31206, 52270, 48047, 43447, 53087]"
1643,"[25354, 25899, 32929, 33795, 38863, 27480, 29660]"
94,"[26181, 26357, 45132, 53934, 30928, 35637, 45274]"
1395,"[49627, 26580, 53764, 34023, 26542, 27766, 51006]"
5304,"[25945, 27320, 45762, 53548, 44659, 31549, 26910]"
4470,"[29645, 32383, 26691, 27850, 52492, 50768, 33847]"
5162,"[26323, 28605, 48073, 32843, 48300, 49178, 38714]"
4392,"[35413, 36895, 44488, 43435, 34127]"
5171,"[30445, 32504, 26691, 27850, 52492, 50768, 33847]"
4229,"[26339, 31189, 45762, 53548, 44659, 31549, 26910]"
1490,"[36465, 26309, 27904, 40709, 54857, 30476, 41949]"
987,"[29747, 30027, 31344, 38931, 53815, 53691, 52029]"
3867,"[30232, 50469, 26691, 27850, 52492, 50768, 33847]"
2535,"[25925, 26066, 51462, 40712, 28334, 42166, 30424]"
1568,"[25453, 25685, 28354, 35689, 31346, 26973, 53213]"
17,"[25606, 26760, 28139, 51916, 34284, 54199, 26871]"
4229,"[39043, 26348, 45762, 53548, 44659, 31549, 26910]"
2428,"[25442, 26459, 44292, 32557, 47223, 29371, 50173]"
2339,"[25568, 29684, 45762, 53548, 44659, 31549, 26910]"
2401,"[27410, 27532, 29926, 49147, 39817, 27672, 41339]"
4143,"[25396, 25592, 30382, 47600, 47027, 36957, 46813]"
3696,"[52502, 25634, 45762, 53548, 44659, 31549, 26910]"
5041,"[25929, 26420, 28354, 35689, 31346, 26973, 53213]"
2405,"[25751, 27989, 44292, 32557, 47223, 29371, 50173]"
4541,"[25533, 25678, 26411, 49804, 27730, 33689, 51610]"
3228,"[29365, 31529, 45762, 53548, 44659, 31549, 26910]"
3532,"[25751, 27989, 44292, 32557, 47223, 29371, 50173]"
4834,"[28233, 26754, 38531, 52104, 50059, 28727, 30526]"
3040,"[25720, 27707, 40647, 27689, 38940, 49980, 29981]"
1913,"[25732, 26421, 26411, 49804, 27730, 33689, 51610]"
4501,"[25416, 25446, 44198, 54573, 48942, 53614, 32253]"
1605,"[25497, 25500, 31841, 36516, 32238, 26863, 28686]"
1201,"[37690, 42938, 26691, 27850, 52492, 50768, 33847]"
5174,"[28103, 34290, 32929, 33795, 38863, 27480, 29660]"
3284,"[35697, 25636, 45762, 53548, 44659, 31549, 26910]"
1543,"[54236, 28650, 51462, 40712, 28334, 42166, 30424]"
3323,"[28768, 25417, 32929, 33795, 38863, 27480, 29660]"
5300,"[25756, 26196, 44198, 54573, 48942, 53614, 32253]"
2158,"[32387, 32840, 51462, 40712, 28334, 42166, 30424]"
1052,"[34467, 38227, 27457, 29262, 32596, 32279, 37759]"
4039,"[25688, 26628, 27810, 53923, 26762, 49004, 33497]"
77,"[26382, 28962, 32673, 54370, 43368, 40811, 53721]"
999,"[26666, 41616, 40576, 29573, 32884, 27866, 34396]"
3841,"[37434, 47410, 27361, 32039, 32872, 29008, 38097]"
4147,"[27221, 45603, 48418, 40931, 30568, 44593, 47635]"
1678,"[25435, 25452, 28139, 51916, 34284, 54199, 26871]"
2984,"[29325, 34127, 44488, 43435, 35413, 36895]"
1532,"[25530, 25572, 31206, 52270, 48047, 43447, 53087]"
2847,"[33750, 28218, 27810, 53923, 26762, 49004, 33497]"
4539,"[27616, 28489, 44292, 32557, 47223, 29371, 50173]"
2719,"[40403, 45964, 26691, 27850, 52492, 50768, 33847]"
2897,"[30962, 33072, 52558, 31216, 54034, 43477, 29756]"
1319,"[32604, 25618, 36227, 32016, 28754, 31350, 27068]"
942,"[26233, 26332, 32929, 33795, 38863, 27480, 29660]"
1254,"[25633, 26000, 40491, 30318, 41712, 27698, 50938]"
1438,"[28151, 28394, 44449, 41330, 31124, 46422, 28699]"
101,"[25385, 25474, 31206, 52270, 48047, 43447, 53087]"
1109,"[26133, 26152, 53600, 29125, 27062, 32537, 36190]"
2441,"[25399, 25447, 26411, 49804, 27730, 33689, 51610]"
1599,"[26949, 26955, 27810, 53923, 26762, 49004, 33497]"
1606,"[50849, 32756, 32673, 54370, 43368, 40811, 53721]"
1953,"[25893, 26320, 53600, 29125, 27062, 32537, 36190]"
493,"[25328, 25456, 43083, 35979, 52046, 43670, 30364]"
4981,"[35413, 36895, 44488, 43435, 34127]"
4935,"[26093, 27264, 28139, 51916, 34284, 54199, 26871]"
2555,"[26209, 26351, 31521, 43654, 48136, 29004, 46334]"
3306,"[26898, 28406, 43141, 41771, 29580, 27477, 51867]"
2915,"[25417, 25556, 32929, 33795, 38863, 27480, 29660]"
2865,"[25913, 27982, 36227, 32016, 28754, 31350, 27068]"
5046,"[28654, 28790, 30818, 54756, 29935, 28879, 42682]"
3999,"[31977, 26020, 31462, 42633, 44555, 28399, 46068]"
2512,"[28730, 32762, 43301, 47942, 46475, 31798, 28991]"
2404,"[26369, 27128, 27873, 43242, 31470, 45718, 47677]"
1949,"[25530, 25572, 31206, 52270, 48047, 43447, 53087]"
1516,"[36775, 42002, 48073, 32843, 48300, 49178, 38714]"
2270,"[25399, 25447, 26411, 49804, 27730, 33689, 51610]"
2050,"[25667, 26070, 50498, 51471, 38419, 29077, 27771]"
3990,"[41405, 44290, 36612, 31560, 46194, 45656, 46427]"
1954,"[29120, 30151, 31206, 52270, 48047, 43447, 53087]"
1406,"[25341, 25387, 27873, 43242, 31470, 45718, 47677]"
3287,"[25411, 25499, 29926, 49147, 39817, 27672, 41339]"
1200,"[25844, 30775, 27457, 29262, 32596, 32279, 37759]"
5019,"[26425, 29666, 26411, 49804, 27730, 33689, 51610]"
4227,"[49171, 27485, 26691, 27850, 52492, 50768, 33847]"
1882,"[25823, 27375, 27288, 29295, 37176, 32349, 31646]"
4134,"[25383, 25404, 48418, 40931, 30568, 44593, 47635]"
3641,"[30453, 53654, 53764, 34023, 26542, 27766, 51006]"
3882,"[25399, 25447, 26411, 49804, 27730, 33689, 51610]"
738,"[25396, 25592, 30382, 47600, 47027, 36957, 46813]"
2239,"[26154, 26717, 48073, 32843, 48300, 49178, 38714]"
3700,"[25883, 26017, 27426, 28345, 43385, 33114, 53823]"
4923,"[25572, 25972, 31206, 52270, 48047, 43447, 53087]"
4381,"[25997, 26940, 36227, 32016, 28754, 31350, 27068]"
4232,"[26737, 26878, 30917, 34759, 27883, 35245, 33560]"
1605,"[37841, 41678, 26411, 49804, 27730, 33689, 51610]"
249,"[53168, 25411, 29926, 49147, 39817, 27672, 41339]"
4244,"[27279, 28357, 27180, 28753, 32693, 31895, 36797]"
1273,"[25809, 25988, 31462, 42633, 44555, 28399, 46068]"
5337,"[26093, 27264, 28139, 51916, 34284, 54199, 26871]"
3069,"[28781, 25402, 45762, 53548, 44659, 31549, 26910]"
5069,"[33680, 45699, 27810, 53923, 26762, 49004, 33497]"
4419,"[28550, 29653, 27784, 34352, 53563, 43647]"
1430,"[27044, 27247, 31206, 52270, 48047, 43447, 53087]"
2734,"[44739, 25955, 46720, 46434, 46916, 35341, 30224]"
1677,"[36053, 46837, 45762, 53548, 44659, 31549, 26910]"
1456,"[34608, 41310, 38531, 52104, 50059, 28727, 30526]"
2207,"[25328, 25456, 43083, 35979, 52046, 43670, 30364]"
3386,"[28047, 30561, 27288, 29295, 37176, 32349, 31646]"
1854,"[25732, 26421, 26411, 49804, 27730, 33689, 51610]"
2663,"[25913, 27982, 36227, 32016, 28754, 31350, 27068]"
5320,"[32500, 25383, 48418, 40931, 30568, 44593, 47635]"
3565,"[25459, 25494, 27288, 29295, 37176, 32349, 31646]"
3322,"[27457, 28462, 37759, 32596, 29262, 32279]"
1359,"[25832, 27998, 28139, 51916, 34284, 54199, 26871]"
4597,"[27802, 31044, 45762, 53548, 44659, 31549, 26910]"
931,"[28825, 31607, 27288, 29295, 37176, 32349, 31646]"
2882,"[33211, 25383, 48418, 40931, 30568, 44593, 47635]"
2852,"[25607, 25845, 28139, 51916, 34284, 54199, 26871]"
1801,"[25483, 25954, 36612, 31560, 46194, 45656, 46427]"
4068,"[25411, 25499, 29926, 49147, 39817, 27672, 41339]"
333,"[28628, 36536, 27457, 29262, 32596, 32279, 37759]"
730,"[25756, 26196, 44198, 54573, 48942, 53614, 32253]"
17,"[35465, 41020, 45762, 53548, 44659, 31549, 26910]"
5307,"[27217, 33580, 26691, 27850, 52492, 50768, 33847]"
276,"[27680, 34363, 27361, 32039, 32872, 29008, 38097]"
2461,"[25832, 27998, 28139, 51916, 34284, 54199, 26871]"
1399,"[27084, 28735, 45762, 53548, 44659, 31549, 26910]"
4652,"[25541, 30165, 38531, 52104, 50059, 28727, 30526]"
1959,"[25480, 25502, 27457, 29262, 32596, 32279, 37759]"
2896,"[45060, 54238, 31206, 52270, 48047, 43447, 53087]"
5316,"[29602, 32606, 31206, 52270, 48047, 43447, 53087]"
2899,"[43325, 43731, 32929, 33795, 38863, 27480, 29660]"
3618,"[34903, 36456, 45762, 53548, 44659, 31549, 26910]"
3341,"[30161, 31235, 45762, 53548, 44659, 31549, 26910]"
380,"[26179, 26770, 27288, 29295, 37176, 32349, 31646]"
4179,"[26947, 28688, 27815, 35015, 44167, 27444, 51487]"
2160,"[30662, 39197, 45762, 53548, 44659, 31549, 26910]"
1018,"[33105, 35325, 31521, 43654, 48136, 29004, 46334]"
2990,"[25682, 25947, 30286, 53296, 41970, 42290, 33083]"
2279,"[41123, 25520, 27810, 53923, 26762, 49004, 33497]"
4154,"[25777, 25874, 43489, 33541, 29805, 42995, 51581]"
2961,"[27049, 27409, 45762, 53548, 44659, 31549, 26910]"
1784,"[35479, 41691, 45762, 53548, 44659, 31549, 26910]"
219,"[25429, 25859, 31344, 38931, 53815, 53691, 52029]"
5240,"[31103, 32408, 44198, 54573, 48942, 53614, 32253]"
787,"[29230, 33705, 27873, 43242, 31470, 45718, 47677]"
4984,"[26880, 29554, 45132, 53934, 30928, 35637, 45274]"
1440,"[34882, 41671, 27180, 28753, 32693, 31895, 36797]"
4556,"[30989, 47814, 40647, 27689, 38940, 49980, 29981]"
3018,"[26095, 33060, 47109, 28358, 37451, 48079, 27509]"
1777,"[28378, 31703, 26691, 27850, 52492, 50768, 33847]"
4659,"[25786, 35289, 48418, 40931, 30568, 44593, 47635]"
3016,"[25514, 25727, 27810, 53923, 26762, 49004, 33497]"
1840,"[26909, 27196, 31206, 52270, 48047, 43447, 53087]"
4675,"[25600, 25911, 44198, 54573, 48942, 53614, 32253]"
4176,"[26095, 33060, 47109, 28358, 37451, 48079, 27509]"
4817,"[33720, 52955, 51462, 40712, 28334, 42166, 30424]"
1344,"[25416, 25446, 44198, 54573, 48942, 53614, 32253]"
3903,"[50102, 29131, 46720, 46434, 46916, 35341, 30224]"
3492,"[25865, 26185, 45762, 53548, 44659, 31549, 26910]"
1822,"[35711, 25593, 27947, 40779, 45230, 30159, 43579]"
2929,"[30321, 44181, 45132, 53934, 30928, 35637, 45274]"
2929,"[25379, 25422, 45762, 53548, 44659, 31549, 26910]"
4159,"[26502, 28456, 29926, 49147, 39817, 27672, 41339]"
2890,"[27734, 25995, 53764, 34023, 26542, 27766, 51006]"
1806,"[26349, 27700, 27288, 29295, 37176, 32349, 31646]"
2688,"[32180, 26113, 45762, 53548, 44659, 31549, 26910]"
1467,"[25429, 25859, 31344, 38931, 53815, 53691, 52029]"
2878,"[26934, 29380, 53764, 34023, 26542, 27766, 51006]"
809,"[26429, 28995, 28139, 51916, 34284, 54199, 26871]"
4018,"[34838, 34869, 31206, 52270, 48047, 43447, 53087]"
4909,"[25351, 25467, 27904, 40709, 54857, 30476, 41949]"
4725,"[25765, 25989, 28769, 33893, 53747, 42552, 28187]"
3367,"[25814, 26543, 45762, 53548, 44659, 31549, 26910]"
3597,"[25514, 25727, 27810, 53923, 26762, 49004, 33497]"
4703,"[25513, 26165, 30560, 44329, 32685, 49364, 31165]"
649,"[54250, 25320, 45762, 53548, 44659, 31549, 26910]"
4132,"[28312, 28750, 36612, 31560, 46194, 45656, 46427]"
3234,"[26227, 26454, 48418, 40931, 30568, 44593, 47635]"
164,"[25544, 26048, 31206, 52270, 48047, 43447, 53087]"
4044,"[29517, 31156, 27784, 34352, 29653, 53563, 43647]"
3824,"[25383, 25404, 48418, 40931, 30568, 44593, 47635]"
3710,"[25756, 26196, 44198, 54573, 48942, 53614, 32253]"
3693,"[26189, 26330, 27361, 32039, 32872, 29008, 38097]"
2966,"[25366, 26084, 28139, 51916, 34284, 54199, 26871]"
5034,"[25618, 26500, 36227, 32016, 28754, 31350, 27068]"
4497,"[26596, 26663, 28354, 35689, 31346, 26973, 53213]"
3799,"[25780, 26295, 31521, 43654, 48136, 29004, 46334]"
5095,"[37889, 25417, 32929, 33795, 38863, 27480, 29660]"
4071,"[26427, 27179, 27361, 32039, 32872, 29008, 38097]"
4484,"[25605, 25689, 27361, 32039, 32872, 29008, 38097]"
3476,"[25434, 27481, 27180, 28753, 32693, 31895, 36797]"
4431,"[31698, 35081, 32929, 33795, 38863, 27480, 29660]"
4747,"[25530, 25572, 31206, 52270, 48047, 43447, 53087]"
3244,"[25976, 27861, 53764, 34023, 26542, 27766, 51006]"
4258,"[25603, 31105, 45762, 53548, 44659, 31549, 26910]"
2422,"[38956, 27252, 28139, 51916, 34284, 54199, 26871]"
1803,"[28267, 28571, 44449, 41330, 31124, 46422, 28699]"
3668,"[25385, 26208, 31206, 52270, 48047, 43447, 53087]"
2613,"[25489, 27564, 26691, 27850, 52492, 50768, 33847]"
898,"[25587, 26235, 26691, 27850, 52492, 50768, 33847]"
4746,"[25777, 25874, 43489, 33541, 29805, 42995, 51581]"
3206,"[25475, 25775, 45762, 53548, 44659, 31549, 26910]"
2988,"[53494, 25618, 36227, 32016, 28754, 31350, 27068]"
2401,"[36845, 25777, 43489, 33541, 29805, 42995, 51581]"
3279,"[25386, 25822, 31841, 36516, 32238, 26863, 28686]"
3718,"[25593, 25632, 27947, 40779, 45230, 30159, 43579]"
1591,"[28664, 34285, 48418, 40931, 30568, 44593, 47635]"
596,"[52304, 25533, 26411, 49804, 27730, 33689, 51610]"
4896,"[25605, 25689, 27361, 32039, 32872, 29008, 38097]"
3746,"[25868, 26903, 45762, 53548, 44659, 31549, 26910]"
3950,"[35725, 38326, 29926, 49147, 39817, 27672, 41339]"
968,"[27506, 30139, 40966, 30375, 27819, 44894, 43231]"
3218,"[25575, 27169, 27810, 53923, 26762, 49004, 33497]"
556,"[32167, 45906, 51462, 40712, 28334, 42166, 30424]"
1918,"[47819, 32176, 40491, 30318, 41712, 27698, 50938]"
813,"[25687, 25908, 36227, 32016, 28754, 31350, 27068]"
1662,"[25476, 32160, 44800, 32715, 46903, 48343, 28861]"
1979,"[29365, 31529, 45762, 53548, 44659, 31549, 26910]"
2088,"[26138, 26267, 43141, 41771, 29580, 27477, 51867]"
817,"[41135, 42079, 53249, 52648, 33486, 51286, 39770]"
4148,"[25383, 25404, 48418, 40931, 30568, 44593, 47635]"
3156,"[26229, 26361, 44449, 41330, 31124, 46422, 28699]"
2183,"[28371, 25683, 27361, 32039, 32872, 29008, 38097]"
3586,"[25459, 25494, 27288, 29295, 37176, 32349, 31646]"
1954,"[25445, 25717, 28354, 35689, 31346, 26973, 53213]"
2239,"[26105, 26640, 45762, 53548, 44659, 31549, 26910]"
3217,"[25440, 25667, 50498, 51471, 38419, 29077, 27771]"
3423,"[25386, 25822, 31841, 36516, 32238, 26863, 28686]"
4677,"[26880, 29554, 45132, 53934, 30928, 35637, 45274]"
4379,"[25891, 26004, 28139, 51916, 34284, 54199, 26871]"
1928,"[27820, 29263, 40491, 30318, 41712, 27698, 50938]"
5292,"[25929, 26420, 28354, 35689, 31346, 26973, 53213]"
2740,"[25379, 25422, 45762, 53548, 44659, 31549, 26910]"
3711,"[27412, 29205, 32929, 33795, 38863, 27480, 29660]"
2944,"[31990, 25406, 53764, 34023, 26542, 27766, 51006]"
398,"[25326, 25333, 44800, 32715, 46903, 48343, 28861]"
766,"[25749, 29227, 43141, 41771, 29580, 27477, 51867]"
4827,"[25926, 26376, 28354, 35689, 31346, 26973, 53213]"
301,"[26397, 26616, 27873, 43242, 31470, 45718, 47677]"
1868,"[35413, 36895, 44488, 43435, 34127]"
2339,"[31355, 36375, 27947, 40779, 45230, 30159, 43579]"
1162,"[25865, 26185, 45762, 53548, 44659, 31549, 26910]"
4074,"[25347, 25573, 27457, 29262, 32596, 32279, 37759]"
